index,x,y
a-154.8x-115.2,-154.8,-115.2
a-151.2x-115.2,-151.2,-115.2
a-147.6x-115.2,-147.6,-115.2
a-144x-115.2,-144,-115.2
a-140.4x-115.2,-140.4,-115.2
a-136.8x-115.2,-136.8,-115.2
a-133.2x-115.2,-133.2,-115.2
a-129.6x-115.2,-129.6,-115.2
a-126x-115.2,-126,-115.2
a-122.4x-115.2,-122.4,-115.2
a-118.8x-115.2,-118.8,-115.2
a-115.2x-115.2,-115.2,-115.2
a-111.6x-115.2,-111.6,-115.2
a-108x-115.2,-108,-115.2
a-104.4x-115.2,-104.4,-115.2
a-100.8x-115.2,-100.8,-115.2
a-97.2x-115.2,-97.2,-115.2
a-93.6x-115.2,-93.6,-115.2
a-90x-115.2,-90,-115.2
a-86.4x-115.2,-86.4,-115.2
a-82.8x-115.2,-82.8,-115.2
a-79.2x-115.2,-79.2,-115.2
a-75.6x-115.2,-75.6,-115.2
a-72x-115.2,-72,-115.2
a-68.4x-115.2,-68.4,-115.2
a-64.8x-115.2,-64.8,-115.2
a-61.2x-115.2,-61.2,-115.2
a-57.6x-115.2,-57.6,-115.2
a-54x-115.2,-54,-115.2
a-50.4x-115.2,-50.4,-115.2
a-46.8x-115.2,-46.8,-115.2
a-43.2x-115.2,-43.2,-115.2
a-39.6x-115.2,-39.6,-115.2
a-36x-115.2,-36,-115.2
a-32.4x-115.2,-32.4,-115.2
a-28.8x-115.2,-28.8,-115.2
a-25.2x-115.2,-25.2,-115.2
a-21.6x-115.2,-21.6,-115.2
a-18x-115.2,-18,-115.2
a-14.4x-115.2,-14.4,-115.2
a-10.8x-115.2,-10.8,-115.2
a-7.2x-115.2,-7.2,-115.2
a-3.6x-115.2,-3.6,-115.2
a0x-115.2,0,-115.2
a3.6x-115.2,3.6,-115.2
a7.2x-115.2,7.2,-115.2
a10.8x-115.2,10.8,-115.2
a14.4x-115.2,14.4,-115.2
a18x-115.2,18,-115.2
a21.6x-115.2,21.6,-115.2
a25.2x-115.2,25.2,-115.2
a28.8x-115.2,28.8,-115.2
a32.4x-115.2,32.4,-115.2
a36x-115.2,36,-115.2
a39.6x-115.2,39.6,-115.2
a43.2x-115.2,43.2,-115.2
a46.8x-115.2,46.8,-115.2
a50.4x-115.2,50.4,-115.2
a54x-115.2,54,-115.2
a57.6x-115.2,57.6,-115.2
a61.2x-115.2,61.2,-115.2
a64.8x-115.2,64.8,-115.2
a68.4x-115.2,68.4,-115.2
a72x-115.2,72,-115.2
a75.6x-115.2,75.6,-115.2
a79.2x-115.2,79.2,-115.2
a82.8x-115.2,82.8,-115.2
a86.4x-115.2,86.4,-115.2
a90x-115.2,90,-115.2
a93.6x-115.2,93.6,-115.2
a97.2x-115.2,97.2,-115.2
a100.8x-115.2,100.8,-115.2
a104.4x-115.2,104.4,-115.2
a108x-115.2,108,-115.2
a111.6x-115.2,111.6,-115.2
a115.2x-115.2,115.2,-115.2
a118.8x-115.2,118.8,-115.2
a122.4x-115.2,122.4,-115.2
a126x-115.2,126,-115.2
a129.6x-115.2,129.6,-115.2
a133.2x-115.2,133.2,-115.2
a136.8x-115.2,136.8,-115.2
a140.4x-115.2,140.4,-115.2
a144x-115.2,144,-115.2
a147.6x-115.2,147.6,-115.2
a151.2x-115.2,151.2,-115.2
a154.8x-115.2,154.8,-115.2
a158.4x-115.2,158.4,-115.2
a162x-115.2,162,-115.2
a165.6x-115.2,165.6,-115.2
a169.2x-115.2,169.2,-115.2
a172.8x-115.2,172.8,-115.2
a176.4x-115.2,176.4,-115.2
a-180x-111.6,-180,-111.6
a-176.4x-111.6,-176.4,-111.6
a-172.8x-111.6,-172.8,-111.6
a-169.2x-111.6,-169.2,-111.6
a-165.6x-111.6,-165.6,-111.6
a-162x-111.6,-162,-111.6
a-158.4x-111.6,-158.4,-111.6
a-154.8x-111.6,-154.8,-111.6
a-151.2x-111.6,-151.2,-111.6
a-147.6x-111.6,-147.6,-111.6
a-144x-111.6,-144,-111.6
a-140.4x-111.6,-140.4,-111.6
a-136.8x-111.6,-136.8,-111.6
a-133.2x-111.6,-133.2,-111.6
a-129.6x-111.6,-129.6,-111.6
a-126x-111.6,-126,-111.6
a-122.4x-111.6,-122.4,-111.6
a-118.8x-111.6,-118.8,-111.6
a-115.2x-111.6,-115.2,-111.6
a-111.6x-111.6,-111.6,-111.6
a-108x-111.6,-108,-111.6
a-104.4x-111.6,-104.4,-111.6
a-100.8x-111.6,-100.8,-111.6
a-97.2x-111.6,-97.2,-111.6
a-93.6x-111.6,-93.6,-111.6
a-90x-111.6,-90,-111.6
a-86.4x-111.6,-86.4,-111.6
a-82.8x-111.6,-82.8,-111.6
a-79.2x-111.6,-79.2,-111.6
a-75.6x-111.6,-75.6,-111.6
a-72x-111.6,-72,-111.6
a-68.4x-111.6,-68.4,-111.6
a-64.8x-111.6,-64.8,-111.6
a-61.2x-111.6,-61.2,-111.6
a-57.6x-111.6,-57.6,-111.6
a-54x-111.6,-54,-111.6
a-50.4x-111.6,-50.4,-111.6
a-46.8x-111.6,-46.8,-111.6
a-43.2x-111.6,-43.2,-111.6
a-39.6x-111.6,-39.6,-111.6
a-36x-111.6,-36,-111.6
a-32.4x-111.6,-32.4,-111.6
a-28.8x-111.6,-28.8,-111.6
a-25.2x-111.6,-25.2,-111.6
a-21.6x-111.6,-21.6,-111.6
a-18x-111.6,-18,-111.6
a-14.4x-111.6,-14.4,-111.6
a-10.8x-111.6,-10.8,-111.6
a-7.2x-111.6,-7.2,-111.6
a-3.6x-111.6,-3.6,-111.6
a0x-111.6,0,-111.6
a3.6x-111.6,3.6,-111.6
a7.2x-111.6,7.2,-111.6
a10.8x-111.6,10.8,-111.6
a14.4x-111.6,14.4,-111.6
a18x-111.6,18,-111.6
a21.6x-111.6,21.6,-111.6
a25.2x-111.6,25.2,-111.6
a28.8x-111.6,28.8,-111.6
a32.4x-111.6,32.4,-111.6
a36x-111.6,36,-111.6
a39.6x-111.6,39.6,-111.6
a43.2x-111.6,43.2,-111.6
a46.8x-111.6,46.8,-111.6
a50.4x-111.6,50.4,-111.6
a54x-111.6,54,-111.6
a57.6x-111.6,57.6,-111.6
a61.2x-111.6,61.2,-111.6
a64.8x-111.6,64.8,-111.6
a68.4x-111.6,68.4,-111.6
a72x-111.6,72,-111.6
a75.6x-111.6,75.6,-111.6
a79.2x-111.6,79.2,-111.6
a82.8x-111.6,82.8,-111.6
a86.4x-111.6,86.4,-111.6
a90x-111.6,90,-111.6
a93.6x-111.6,93.6,-111.6
a97.2x-111.6,97.2,-111.6
a100.8x-111.6,100.8,-111.6
a104.4x-111.6,104.4,-111.6
a108x-111.6,108,-111.6
a111.6x-111.6,111.6,-111.6
a115.2x-111.6,115.2,-111.6
a118.8x-111.6,118.8,-111.6
a122.4x-111.6,122.4,-111.6
a126x-111.6,126,-111.6
a129.6x-111.6,129.6,-111.6
a133.2x-111.6,133.2,-111.6
a136.8x-111.6,136.8,-111.6
a140.4x-111.6,140.4,-111.6
a144x-111.6,144,-111.6
a147.6x-111.6,147.6,-111.6
a151.2x-111.6,151.2,-111.6
a154.8x-111.6,154.8,-111.6
a158.4x-111.6,158.4,-111.6
a162x-111.6,162,-111.6
a165.6x-111.6,165.6,-111.6
a169.2x-111.6,169.2,-111.6
a172.8x-111.6,172.8,-111.6
a176.4x-111.6,176.4,-111.6
a-180x-108,-180,-108
a-176.4x-108,-176.4,-108
a-172.8x-108,-172.8,-108
a-169.2x-108,-169.2,-108
a-165.6x-108,-165.6,-108
a-162x-108,-162,-108
a-158.4x-108,-158.4,-108
a-154.8x-108,-154.8,-108
a-151.2x-108,-151.2,-108
a-147.6x-108,-147.6,-108
a-144x-108,-144,-108
a-140.4x-108,-140.4,-108
a-136.8x-108,-136.8,-108
a-133.2x-108,-133.2,-108
a-129.6x-108,-129.6,-108
a-126x-108,-126,-108
a-122.4x-108,-122.4,-108
a-118.8x-108,-118.8,-108
a-115.2x-108,-115.2,-108
a-111.6x-108,-111.6,-108
a-108x-108,-108,-108
a-104.4x-108,-104.4,-108
a-100.8x-108,-100.8,-108
a-97.2x-108,-97.2,-108
a-93.6x-108,-93.6,-108
a-90x-108,-90,-108
a-86.4x-108,-86.4,-108
a-82.8x-108,-82.8,-108
a-79.2x-108,-79.2,-108
a-75.6x-108,-75.6,-108
a-72x-108,-72,-108
a-68.4x-108,-68.4,-108
a-64.8x-108,-64.8,-108
a-61.2x-108,-61.2,-108
a-57.6x-108,-57.6,-108
a-54x-108,-54,-108
a-50.4x-108,-50.4,-108
a-46.8x-108,-46.8,-108
a-43.2x-108,-43.2,-108
a-39.6x-108,-39.6,-108
a-36x-108,-36,-108
a-32.4x-108,-32.4,-108
a-28.8x-108,-28.8,-108
a-25.2x-108,-25.2,-108
a-21.6x-108,-21.6,-108
a-18x-108,-18,-108
a-14.4x-108,-14.4,-108
a-10.8x-108,-10.8,-108
a-7.2x-108,-7.2,-108
a-3.6x-108,-3.6,-108
a0x-108,0,-108
a3.6x-108,3.6,-108
a7.2x-108,7.2,-108
a10.8x-108,10.8,-108
a14.4x-108,14.4,-108
a18x-108,18,-108
a21.6x-108,21.6,-108
a25.2x-108,25.2,-108
a28.8x-108,28.8,-108
a32.4x-108,32.4,-108
a36x-108,36,-108
a39.6x-108,39.6,-108
a43.2x-108,43.2,-108
a46.8x-108,46.8,-108
a50.4x-108,50.4,-108
a54x-108,54,-108
a57.6x-108,57.6,-108
a61.2x-108,61.2,-108
a64.8x-108,64.8,-108
a68.4x-108,68.4,-108
a72x-108,72,-108
a75.6x-108,75.6,-108
a79.2x-108,79.2,-108
a82.8x-108,82.8,-108
a86.4x-108,86.4,-108
a90x-108,90,-108
a93.6x-108,93.6,-108
a97.2x-108,97.2,-108
a100.8x-108,100.8,-108
a104.4x-108,104.4,-108
a108x-108,108,-108
a111.6x-108,111.6,-108
a115.2x-108,115.2,-108
a118.8x-108,118.8,-108
a122.4x-108,122.4,-108
a126x-108,126,-108
a129.6x-108,129.6,-108
a133.2x-108,133.2,-108
a136.8x-108,136.8,-108
a140.4x-108,140.4,-108
a144x-108,144,-108
a147.6x-108,147.6,-108
a151.2x-108,151.2,-108
a154.8x-108,154.8,-108
a158.4x-108,158.4,-108
a162x-108,162,-108
a165.6x-108,165.6,-108
a169.2x-108,169.2,-108
a172.8x-108,172.8,-108
a176.4x-108,176.4,-108
a-180x-104.4,-180,-104.4
a-176.4x-104.4,-176.4,-104.4
a-172.8x-104.4,-172.8,-104.4
a-169.2x-104.4,-169.2,-104.4
a-165.6x-104.4,-165.6,-104.4
a-162x-104.4,-162,-104.4
a-158.4x-104.4,-158.4,-104.4
a-154.8x-104.4,-154.8,-104.4
a-151.2x-104.4,-151.2,-104.4
a-147.6x-104.4,-147.6,-104.4
a-144x-104.4,-144,-104.4
a-140.4x-104.4,-140.4,-104.4
a-136.8x-104.4,-136.8,-104.4
a-133.2x-104.4,-133.2,-104.4
a-129.6x-104.4,-129.6,-104.4
a-126x-104.4,-126,-104.4
a-122.4x-104.4,-122.4,-104.4
a-118.8x-104.4,-118.8,-104.4
a-115.2x-104.4,-115.2,-104.4
a-111.6x-104.4,-111.6,-104.4
a-108x-104.4,-108,-104.4
a-104.4x-104.4,-104.4,-104.4
a-100.8x-104.4,-100.8,-104.4
a-97.2x-104.4,-97.2,-104.4
a-93.6x-104.4,-93.6,-104.4
a-90x-104.4,-90,-104.4
a-86.4x-104.4,-86.4,-104.4
a-82.8x-104.4,-82.8,-104.4
a-79.2x-104.4,-79.2,-104.4
a-75.6x-104.4,-75.6,-104.4
a-72x-104.4,-72,-104.4
a-68.4x-104.4,-68.4,-104.4
a-64.8x-104.4,-64.8,-104.4
a-61.2x-104.4,-61.2,-104.4
a-57.6x-104.4,-57.6,-104.4
a-54x-104.4,-54,-104.4
a-50.4x-104.4,-50.4,-104.4
a-46.8x-104.4,-46.8,-104.4
a-43.2x-104.4,-43.2,-104.4
a-39.6x-104.4,-39.6,-104.4
a-36x-104.4,-36,-104.4
a-32.4x-104.4,-32.4,-104.4
a-28.8x-104.4,-28.8,-104.4
a-25.2x-104.4,-25.2,-104.4
a-21.6x-104.4,-21.6,-104.4
a-18x-104.4,-18,-104.4
a-14.4x-104.4,-14.4,-104.4
a-10.8x-104.4,-10.8,-104.4
a-7.2x-104.4,-7.2,-104.4
a-3.6x-104.4,-3.6,-104.4
a0x-104.4,0,-104.4
a3.6x-104.4,3.6,-104.4
a7.2x-104.4,7.2,-104.4
a10.8x-104.4,10.8,-104.4
a14.4x-104.4,14.4,-104.4
a18x-104.4,18,-104.4
a21.6x-104.4,21.6,-104.4
a25.2x-104.4,25.2,-104.4
a28.8x-104.4,28.8,-104.4
a32.4x-104.4,32.4,-104.4
a36x-104.4,36,-104.4
a39.6x-104.4,39.6,-104.4
a43.2x-104.4,43.2,-104.4
a46.8x-104.4,46.8,-104.4
a50.4x-104.4,50.4,-104.4
a54x-104.4,54,-104.4
a57.6x-104.4,57.6,-104.4
a61.2x-104.4,61.2,-104.4
a64.8x-104.4,64.8,-104.4
a68.4x-104.4,68.4,-104.4
a72x-104.4,72,-104.4
a75.6x-104.4,75.6,-104.4
a79.2x-104.4,79.2,-104.4
a82.8x-104.4,82.8,-104.4
a86.4x-104.4,86.4,-104.4
a90x-104.4,90,-104.4
a93.6x-104.4,93.6,-104.4
a97.2x-104.4,97.2,-104.4
a100.8x-104.4,100.8,-104.4
a104.4x-104.4,104.4,-104.4
a108x-104.4,108,-104.4
a111.6x-104.4,111.6,-104.4
a115.2x-104.4,115.2,-104.4
a118.8x-104.4,118.8,-104.4
a122.4x-104.4,122.4,-104.4
a126x-104.4,126,-104.4
a129.6x-104.4,129.6,-104.4
a133.2x-104.4,133.2,-104.4
a136.8x-104.4,136.8,-104.4
a140.4x-104.4,140.4,-104.4
a144x-104.4,144,-104.4
a147.6x-104.4,147.6,-104.4
a151.2x-104.4,151.2,-104.4
a154.8x-104.4,154.8,-104.4
a158.4x-104.4,158.4,-104.4
a162x-104.4,162,-104.4
a165.6x-104.4,165.6,-104.4
a169.2x-104.4,169.2,-104.4
a172.8x-104.4,172.8,-104.4
a176.4x-104.4,176.4,-104.4
a-180x-100.8,-180,-100.8
a-176.4x-100.8,-176.4,-100.8
a-172.8x-100.8,-172.8,-100.8
a-169.2x-100.8,-169.2,-100.8
a-165.6x-100.8,-165.6,-100.8
a-162x-100.8,-162,-100.8
a-158.4x-100.8,-158.4,-100.8
a-154.8x-100.8,-154.8,-100.8
a-151.2x-100.8,-151.2,-100.8
a-147.6x-100.8,-147.6,-100.8
a-144x-100.8,-144,-100.8
a-140.4x-100.8,-140.4,-100.8
a-136.8x-100.8,-136.8,-100.8
a-133.2x-100.8,-133.2,-100.8
a-129.6x-100.8,-129.6,-100.8
a-126x-100.8,-126,-100.8
a-122.4x-100.8,-122.4,-100.8
a-118.8x-100.8,-118.8,-100.8
a-115.2x-100.8,-115.2,-100.8
a-111.6x-100.8,-111.6,-100.8
a-108x-100.8,-108,-100.8
a-104.4x-100.8,-104.4,-100.8
a-100.8x-100.8,-100.8,-100.8
a-97.2x-100.8,-97.2,-100.8
a-93.6x-100.8,-93.6,-100.8
a-90x-100.8,-90,-100.8
a-86.4x-100.8,-86.4,-100.8
a-82.8x-100.8,-82.8,-100.8
a-79.2x-100.8,-79.2,-100.8
a-75.6x-100.8,-75.6,-100.8
a-72x-100.8,-72,-100.8
a-68.4x-100.8,-68.4,-100.8
a-64.8x-100.8,-64.8,-100.8
a-61.2x-100.8,-61.2,-100.8
a-57.6x-100.8,-57.6,-100.8
a-54x-100.8,-54,-100.8
a-50.4x-100.8,-50.4,-100.8
a-46.8x-100.8,-46.8,-100.8
a-43.2x-100.8,-43.2,-100.8
a-39.6x-100.8,-39.6,-100.8
a-36x-100.8,-36,-100.8
a-32.4x-100.8,-32.4,-100.8
a-28.8x-100.8,-28.8,-100.8
a-25.2x-100.8,-25.2,-100.8
a-21.6x-100.8,-21.6,-100.8
a-18x-100.8,-18,-100.8
a-14.4x-100.8,-14.4,-100.8
a-10.8x-100.8,-10.8,-100.8
a-7.2x-100.8,-7.2,-100.8
a-3.6x-100.8,-3.6,-100.8
a0x-100.8,0,-100.8
a3.6x-100.8,3.6,-100.8
a7.2x-100.8,7.2,-100.8
a10.8x-100.8,10.8,-100.8
a14.4x-100.8,14.4,-100.8
a18x-100.8,18,-100.8
a21.6x-100.8,21.6,-100.8
a25.2x-100.8,25.2,-100.8
a28.8x-100.8,28.8,-100.8
a32.4x-100.8,32.4,-100.8
a36x-100.8,36,-100.8
a39.6x-100.8,39.6,-100.8
a43.2x-100.8,43.2,-100.8
a46.8x-100.8,46.8,-100.8
a50.4x-100.8,50.4,-100.8
a54x-100.8,54,-100.8
a57.6x-100.8,57.6,-100.8
a61.2x-100.8,61.2,-100.8
a64.8x-100.8,64.8,-100.8
a68.4x-100.8,68.4,-100.8
a72x-100.8,72,-100.8
a75.6x-100.8,75.6,-100.8
a79.2x-100.8,79.2,-100.8
a82.8x-100.8,82.8,-100.8
a86.4x-100.8,86.4,-100.8
a90x-100.8,90,-100.8
a93.6x-100.8,93.6,-100.8
a97.2x-100.8,97.2,-100.8
a100.8x-100.8,100.8,-100.8
a104.4x-100.8,104.4,-100.8
a108x-100.8,108,-100.8
a111.6x-100.8,111.6,-100.8
a115.2x-100.8,115.2,-100.8
a118.8x-100.8,118.8,-100.8
a122.4x-100.8,122.4,-100.8
a126x-100.8,126,-100.8
a129.6x-100.8,129.6,-100.8
a133.2x-100.8,133.2,-100.8
a136.8x-100.8,136.8,-100.8
a140.4x-100.8,140.4,-100.8
a144x-100.8,144,-100.8
a147.6x-100.8,147.6,-100.8
a151.2x-100.8,151.2,-100.8
a154.8x-100.8,154.8,-100.8
a158.4x-100.8,158.4,-100.8
a162x-100.8,162,-100.8
a165.6x-100.8,165.6,-100.8
a169.2x-100.8,169.2,-100.8
a172.8x-100.8,172.8,-100.8
a176.4x-100.8,176.4,-100.8
a-180x-97.2,-180,-97.2
a-176.4x-97.2,-176.4,-97.2
a-172.8x-97.2,-172.8,-97.2
a-169.2x-97.2,-169.2,-97.2
a-165.6x-97.2,-165.6,-97.2
a-162x-97.2,-162,-97.2
a-158.4x-97.2,-158.4,-97.2
a-154.8x-97.2,-154.8,-97.2
a-151.2x-97.2,-151.2,-97.2
a-147.6x-97.2,-147.6,-97.2
a-144x-97.2,-144,-97.2
a-140.4x-97.2,-140.4,-97.2
a-136.8x-97.2,-136.8,-97.2
a-133.2x-97.2,-133.2,-97.2
a-129.6x-97.2,-129.6,-97.2
a-126x-97.2,-126,-97.2
a-122.4x-97.2,-122.4,-97.2
a-118.8x-97.2,-118.8,-97.2
a-115.2x-97.2,-115.2,-97.2
a-111.6x-97.2,-111.6,-97.2
a-108x-97.2,-108,-97.2
a-104.4x-97.2,-104.4,-97.2
a-100.8x-97.2,-100.8,-97.2
a-97.2x-97.2,-97.2,-97.2
a-93.6x-97.2,-93.6,-97.2
a-90x-97.2,-90,-97.2
a-86.4x-97.2,-86.4,-97.2
a-82.8x-97.2,-82.8,-97.2
a-79.2x-97.2,-79.2,-97.2
a-75.6x-97.2,-75.6,-97.2
a-72x-97.2,-72,-97.2
a-68.4x-97.2,-68.4,-97.2
a-64.8x-97.2,-64.8,-97.2
a-61.2x-97.2,-61.2,-97.2
a-57.6x-97.2,-57.6,-97.2
a-54x-97.2,-54,-97.2
a-50.4x-97.2,-50.4,-97.2
a-46.8x-97.2,-46.8,-97.2
a-43.2x-97.2,-43.2,-97.2
a-39.6x-97.2,-39.6,-97.2
a-36x-97.2,-36,-97.2
a-32.4x-97.2,-32.4,-97.2
a-28.8x-97.2,-28.8,-97.2
a-25.2x-97.2,-25.2,-97.2
a-21.6x-97.2,-21.6,-97.2
a-18x-97.2,-18,-97.2
a-14.4x-97.2,-14.4,-97.2
a-10.8x-97.2,-10.8,-97.2
a-7.2x-97.2,-7.2,-97.2
a-3.6x-97.2,-3.6,-97.2
a0x-97.2,0,-97.2
a3.6x-97.2,3.6,-97.2
a7.2x-97.2,7.2,-97.2
a10.8x-97.2,10.8,-97.2
a14.4x-97.2,14.4,-97.2
a18x-97.2,18,-97.2
a21.6x-97.2,21.6,-97.2
a25.2x-97.2,25.2,-97.2
a28.8x-97.2,28.8,-97.2
a32.4x-97.2,32.4,-97.2
a36x-97.2,36,-97.2
a39.6x-97.2,39.6,-97.2
a43.2x-97.2,43.2,-97.2
a46.8x-97.2,46.8,-97.2
a50.4x-97.2,50.4,-97.2
a54x-97.2,54,-97.2
a57.6x-97.2,57.6,-97.2
a61.2x-97.2,61.2,-97.2
a64.8x-97.2,64.8,-97.2
a68.4x-97.2,68.4,-97.2
a72x-97.2,72,-97.2
a75.6x-97.2,75.6,-97.2
a79.2x-97.2,79.2,-97.2
a82.8x-97.2,82.8,-97.2
a86.4x-97.2,86.4,-97.2
a90x-97.2,90,-97.2
a93.6x-97.2,93.6,-97.2
a97.2x-97.2,97.2,-97.2
a100.8x-97.2,100.8,-97.2
a104.4x-97.2,104.4,-97.2
a108x-97.2,108,-97.2
a111.6x-97.2,111.6,-97.2
a115.2x-97.2,115.2,-97.2
a118.8x-97.2,118.8,-97.2
a122.4x-97.2,122.4,-97.2
a126x-97.2,126,-97.2
a129.6x-97.2,129.6,-97.2
a133.2x-97.2,133.2,-97.2
a136.8x-97.2,136.8,-97.2
a140.4x-97.2,140.4,-97.2
a144x-97.2,144,-97.2
a147.6x-97.2,147.6,-97.2
a151.2x-97.2,151.2,-97.2
a154.8x-97.2,154.8,-97.2
a158.4x-97.2,158.4,-97.2
a162x-97.2,162,-97.2
a165.6x-97.2,165.6,-97.2
a169.2x-97.2,169.2,-97.2
a172.8x-97.2,172.8,-97.2
a176.4x-97.2,176.4,-97.2
a-180x-93.6,-180,-93.6
a-176.4x-93.6,-176.4,-93.6
a-172.8x-93.6,-172.8,-93.6
a-169.2x-93.6,-169.2,-93.6
a-165.6x-93.6,-165.6,-93.6
a-162x-93.6,-162,-93.6
a-158.4x-93.6,-158.4,-93.6
a-154.8x-93.6,-154.8,-93.6
a-151.2x-93.6,-151.2,-93.6
a-147.6x-93.6,-147.6,-93.6
a-144x-93.6,-144,-93.6
a-140.4x-93.6,-140.4,-93.6
a-136.8x-93.6,-136.8,-93.6
a-133.2x-93.6,-133.2,-93.6
a-129.6x-93.6,-129.6,-93.6
a-126x-93.6,-126,-93.6
a-122.4x-93.6,-122.4,-93.6
a-118.8x-93.6,-118.8,-93.6
a-115.2x-93.6,-115.2,-93.6
a-111.6x-93.6,-111.6,-93.6
a-108x-93.6,-108,-93.6
a-104.4x-93.6,-104.4,-93.6
a-100.8x-93.6,-100.8,-93.6
a-97.2x-93.6,-97.2,-93.6
a-93.6x-93.6,-93.6,-93.6
a-90x-93.6,-90,-93.6
a-86.4x-93.6,-86.4,-93.6
a-82.8x-93.6,-82.8,-93.6
a-79.2x-93.6,-79.2,-93.6
a-75.6x-93.6,-75.6,-93.6
a-72x-93.6,-72,-93.6
a-68.4x-93.6,-68.4,-93.6
a-64.8x-93.6,-64.8,-93.6
a-61.2x-93.6,-61.2,-93.6
a-57.6x-93.6,-57.6,-93.6
a-54x-93.6,-54,-93.6
a-50.4x-93.6,-50.4,-93.6
a-46.8x-93.6,-46.8,-93.6
a-43.2x-93.6,-43.2,-93.6
a-39.6x-93.6,-39.6,-93.6
a-36x-93.6,-36,-93.6
a-32.4x-93.6,-32.4,-93.6
a-28.8x-93.6,-28.8,-93.6
a-25.2x-93.6,-25.2,-93.6
a-21.6x-93.6,-21.6,-93.6
a-18x-93.6,-18,-93.6
a-14.4x-93.6,-14.4,-93.6
a-10.8x-93.6,-10.8,-93.6
a-7.2x-93.6,-7.2,-93.6
a-3.6x-93.6,-3.6,-93.6
a0x-93.6,0,-93.6
a3.6x-93.6,3.6,-93.6
a7.2x-93.6,7.2,-93.6
a10.8x-93.6,10.8,-93.6
a14.4x-93.6,14.4,-93.6
a18x-93.6,18,-93.6
a21.6x-93.6,21.6,-93.6
a25.2x-93.6,25.2,-93.6
a28.8x-93.6,28.8,-93.6
a32.4x-93.6,32.4,-93.6
a36x-93.6,36,-93.6
a39.6x-93.6,39.6,-93.6
a43.2x-93.6,43.2,-93.6
a46.8x-93.6,46.8,-93.6
a50.4x-93.6,50.4,-93.6
a54x-93.6,54,-93.6
a57.6x-93.6,57.6,-93.6
a61.2x-93.6,61.2,-93.6
a64.8x-93.6,64.8,-93.6
a68.4x-93.6,68.4,-93.6
a72x-93.6,72,-93.6
a75.6x-93.6,75.6,-93.6
a79.2x-93.6,79.2,-93.6
a82.8x-93.6,82.8,-93.6
a86.4x-93.6,86.4,-93.6
a90x-93.6,90,-93.6
a93.6x-93.6,93.6,-93.6
a97.2x-93.6,97.2,-93.6
a100.8x-93.6,100.8,-93.6
a104.4x-93.6,104.4,-93.6
a108x-93.6,108,-93.6
a111.6x-93.6,111.6,-93.6
a115.2x-93.6,115.2,-93.6
a118.8x-93.6,118.8,-93.6
a122.4x-93.6,122.4,-93.6
a126x-93.6,126,-93.6
a129.6x-93.6,129.6,-93.6
a133.2x-93.6,133.2,-93.6
a136.8x-93.6,136.8,-93.6
a140.4x-93.6,140.4,-93.6
a144x-93.6,144,-93.6
a147.6x-93.6,147.6,-93.6
a151.2x-93.6,151.2,-93.6
a154.8x-93.6,154.8,-93.6
a158.4x-93.6,158.4,-93.6
a162x-93.6,162,-93.6
a165.6x-93.6,165.6,-93.6
a169.2x-93.6,169.2,-93.6
a172.8x-93.6,172.8,-93.6
a176.4x-93.6,176.4,-93.6
a-180x-90,-180,-90
a-176.4x-90,-176.4,-90
a-172.8x-90,-172.8,-90
a-169.2x-90,-169.2,-90
a-165.6x-90,-165.6,-90
a-162x-90,-162,-90
a-158.4x-90,-158.4,-90
a-154.8x-90,-154.8,-90
a-151.2x-90,-151.2,-90
a-147.6x-90,-147.6,-90
a-144x-90,-144,-90
a-140.4x-90,-140.4,-90
a-136.8x-90,-136.8,-90
a-133.2x-90,-133.2,-90
a-129.6x-90,-129.6,-90
a-126x-90,-126,-90
a-122.4x-90,-122.4,-90
a-118.8x-90,-118.8,-90
a-115.2x-90,-115.2,-90
a-111.6x-90,-111.6,-90
a-108x-90,-108,-90
a-104.4x-90,-104.4,-90
a-100.8x-90,-100.8,-90
a-97.2x-90,-97.2,-90
a-93.6x-90,-93.6,-90
a-90x-90,-90,-90
a-86.4x-90,-86.4,-90
a-82.8x-90,-82.8,-90
a-79.2x-90,-79.2,-90
a-75.6x-90,-75.6,-90
a-72x-90,-72,-90
a-68.4x-90,-68.4,-90
a-64.8x-90,-64.8,-90
a-61.2x-90,-61.2,-90
a-57.6x-90,-57.6,-90
a-54x-90,-54,-90
a-50.4x-90,-50.4,-90
a-46.8x-90,-46.8,-90
a-43.2x-90,-43.2,-90
a-39.6x-90,-39.6,-90
a-36x-90,-36,-90
a-32.4x-90,-32.4,-90
a-28.8x-90,-28.8,-90
a-25.2x-90,-25.2,-90
a-21.6x-90,-21.6,-90
a-18x-90,-18,-90
a-14.4x-90,-14.4,-90
a-10.8x-90,-10.8,-90
a-7.2x-90,-7.2,-90
a-3.6x-90,-3.6,-90
a0x-90,0,-90
a3.6x-90,3.6,-90
a7.2x-90,7.2,-90
a10.8x-90,10.8,-90
a14.4x-90,14.4,-90
a18x-90,18,-90
a21.6x-90,21.6,-90
a25.2x-90,25.2,-90
a28.8x-90,28.8,-90
a32.4x-90,32.4,-90
a36x-90,36,-90
a39.6x-90,39.6,-90
a43.2x-90,43.2,-90
a46.8x-90,46.8,-90
a50.4x-90,50.4,-90
a54x-90,54,-90
a57.6x-90,57.6,-90
a61.2x-90,61.2,-90
a64.8x-90,64.8,-90
